budget,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,genre,release_year,decade
126000000,http://www.theisland-themovie.com/,1635,"clone, transplantation, love of one's life, dystopia, genetics, freedom, escape, cloning, plague",en,The Island,"In 2019, Lincoln Six-Echo is a resident of a seemingly ""Utopian"" but contained facility. Like all of the inhabitants of this carefully-controlled environment, Lincoln hopes to be chosen to go to The Island — reportedly the last uncontaminated location on the planet. But Lincoln soon discovers that everything about his existence is a lie.",37.68056,"DreamWorks SKG, Warner Bros., Parkes/MacDonald Productions",United States of America,2005-07-20,162949164,136.0,English,Released,Your time will come...,The Island,6.5,1770,"['Action', ' Thriller', ' Science Fiction', ' Adventure']",2005,2000
150000000,http://www.mgm.com/#/our-titles/233/Casino-Royale-(2006),36557,"italy, poker, casino, terrorist, banker, money, free running, torture, british secret service, montenegro",en,Casino Royale,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond – on his maiden mission as a 00 Agent – to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",88.935165,"Eon Productions, Stillking Films, Babelsberg Film","Italy, United Kingdom, United States of America, Czech Republic, Germany",2006-11-14,599045960,144.0,"English, Français",Released,Everyone has a past. Every legend has a beginning.,Casino Royale,7.3,3855,"['Adventure', ' Action', ' Thriller']",2006,2000
80000000,http://www.publicenemies.net/,11322,"cinema, hiding place, machinegun, prison guard, escape from prison, dillinger",en,Public Enemies,"Depression-era bank robber John Dillinger's charm and audacity endear him to much of America's downtrodden public, but he's also a thorn in the side of J. Edgar Hoover and the fledgling FBI. Desperate to capture the elusive outlaw, Hoover makes Dillinger his first Public Enemy Number One and assigns his top agent, Melvin Purvis, the task of bringing him in dead or alive.",33.691694,"Universal Pictures, Appian Way, Forward Pass, Dentsu, Relativity Media, Tribeca Productions, Misher Films",United States of America,2009-07-01,214104620,140.0,English,Released,America's Most Wanted.,Public Enemies,6.5,1344,"['History', ' Crime', ' Drama']",2009,2000
100000000,http://www.americangangster.net/,4982,"underdog, black people, drug traffic, drug smuggle, society, ambition, rise and fall, cop, drug dealing, police corruption, gangster, crime, police detective, family, law enforcement, aftercreditsstinger, dishonesty, criminal heroes",en,American Gangster,"Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. Based on a true story.",42.361215,"Imagine Entertainment, Universal Pictures, Scott Free Productions, Relativity Media, Film Rites","United Kingdom, United States of America",2007-11-02,266465037,157.0,English,Released,There are two sides to the American dream,American Gangster,7.4,1502,"['Drama', ' Crime']",2007,2000
100000000,http://www.sonypictures.com/movies/thetakingofpelham123/,18487,"hostage, new york city, new york subway, subway train, stock market, motorcycle crash, subway tunnel, aftercreditsstinger",en,The Taking of Pelham 1 2 3,"Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.",40.597856,"Columbia Pictures, Escape Artists, Scott Free Productions, Relativity Media, Metro-Goldwyn-Mayer (MGM)",United States of America,2009-06-11,150166126,106.0,English,Released,I can't get it out of my head. I'm gonna die today.,The Taking of Pelham 1 2 3,6.2,954,"['Thriller', ' Drama', ' Crime']",2009,2000
100000000,http://www.littlefockers.net/,39451,"nurse, cat, father-in-law, vomit, kids and family, viagra, duringcreditsstinger",en,Little Fockers,"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.",32.389353,"Paramount Pictures, Universal Pictures, Everyman Pictures, Relativity Media, Dreamworks Pictures, Tribeca Productions",United States of America,2010-12-21,310650585,98.0,English,Released,"Kids bring everyone closer, right?",Little Fockers,5.4,1060,"['Comedy', ' Romance']",2010,2010
100000000,http://www.theotherguys-movie.com/,27581,"narration, ceo, fire truck, shot in the shoulder, zip line, buddy comedy, carjacking, aftercreditsstinger, duringcreditsstinger",en,The Other Guys,"NYPD detectives Christopher Danson (Johnson) and P.K. Highsmith (Jackson) are the baddest and most beloved cops in New York City. They don't get tattoos, other men get tattoos of them. Two desks over and one back, sit detectives Allen Gamble (Ferrell) and Terry Hoitz (Wahlberg). You've seen them in the background of photos of Danson and Highsmith, out of focus and eyes closed. They're not heroes, they're ""the other guys."" But every cop has his or her day and soon Gamble and Hoitz stumble into a seemingly innocuous case no other detective wants to touch that could turn into NYC's biggest crime. It's the opportunity of their lives, but do these guys have the right stuff?",24.399642,"Columbia Pictures, Gary Sanchez Productions",United States of America,2010-08-06,170432927,107.0,English,Released,When the cops are busy... Our only hope is...,The Other Guys,6.1,1383,"['Action', ' Comedy', ' Crime']",2010,2010
100000000,http://www.warnerbros.com/eraser,9268,"suicide, ambush, showdown, hostage, traitor, new identity, hitman, witness, witness protection, arms dealer, deception, betrayal, treason, conspiracy, u.s. marshal, gunfight, train, explosion, violence, sabotage, corporate crime, rogue agent, assassination attempt, x-ray vision, railgun",en,Eraser,"U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's.",24.507987,"Kopelson Entertainment, Warner Bros.","Canada, United States of America",1996-06-21,242295562,115.0,English,Released,He will erase your past to protect your future.,Eraser,5.6,543,"['Action', ' Drama', ' Mystery', ' Thriller']",1996,1990
100000000,http://unchainedmovie.com/,68718,"bounty hunter, hero, plantation, society, friendship, friends, revenge, rivalry, rescue, shootout, racism, danger, dentist, django, dual role, aftercreditsstinger, odd couple, black slave, deadly, chases and races, 19th century",en,Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",82.121691,"Columbia Pictures, The Weinstein Company",United States of America,2012-12-25,425368238,165.0,"English, Français, Deutsch",Released,"Life, liberty and the pursuit of vengeance.",Django Unchained,7.8,10099,"['Drama', ' Western']",2012,2010
100000000,http://theexpendables2film.com/,76163,"airplane, number in title, airplane crash, violence, beard, ensemble cast, loss of friend, wisecrack humor, airport lounge, asian woman",en,The Expendables 2,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",53.732892,"Nu Image Films, Millennium Films",United States of America,2012-08-08,312573423,103.0,English,Released,Back for War.,The Expendables 2,6.1,2896,"['Action', ' Adventure', ' Thriller']",2012,2010
100000000,http://www.eragonmovie.com/,2486,"based on novel, mythical creature, dragon, fantasy world, teenage hero, based on young adult novel",en,Eragon,"In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realized he's the one person who can defend his home against an evil king.",30.863434,"Ingenious Film Partners, Twentieth Century Fox Film Corporation, Dune Entertainment, Major Studio Partners, Fox 2000 Pictures, Davis Entertainment, Mid Atlantic Films","United Kingdom, United States of America, Hungary",2006-12-14,249288105,104.0,English,Released,"As darkness falls, the last dragon will choose its rider.",Eragon,4.9,967,"['Fantasy', ' Action', ' Adventure', ' Family']",2006,2000
100000000,http://wherethewildthingsare.warnerbros.com/,16523,"children's book, igloo, wolf costume, swallowed whole, hit with a rock, lying, falling down a hill, snowball fight, children's perspectives",en,Where the Wild Things Are,"Max imagines running away from his mom and sailing to a far-off land where large talking beasts -- Ira, Carol, Douglas, the Bull, Judith and Alexander -- crown him as their king, play rumpus, build forts and discover secret hideaways.",31.586215,"Village Roadshow Pictures, Legendary Pictures, Playtone, Wild Things Productions, Warner Bros.",United States of America,2009-10-16,100086793,101.0,English,Released,There's one in all of us.,Where the Wild Things Are,6.4,572,"['Family', ' Fantasy']",2009,2000
100000000,http://thetourist-movie.com/,37710,"paris, hotel, false identity, undercover agent, romance",en,The Tourist,"American tourist Frank (Johnny Depp) meets mysterious British woman Elsie (Angelina Jolie) on the train to Venice. Romance seems to bud, but there's more to her than meets the eye. Remake of the 2005 French film ""Anthony Zimmer"", written and directed by Jérôme Salle.",41.426678,"Columbia Pictures, Spyglass Entertainment, Peninsula Films, StudioCanal, Sony Pictures Releasing, GK Films, Sony Pictures Worldwide Acquisitions (SPWA), Italian Tax Credit, Birnbaum/Barber, Cineroma SRL, French Tax Credit","United Kingdom, United States of America, France, Italy",2010-12-08,278731369,103.0,"English, Français, Italiano, Pусский, Español",Released,It all started when he met a woman,The Tourist,6.0,1699,"['Action', ' Thriller', ' Romance']",2010,2010
100000000,http://www.end-of-days.com/,9946,"christianity, sex, new year's eve, pastor, nudity, mephisto, nightmare, bible, satanist, faith, ex-cop, anti-christ, millenium, atheist, suspense, priest, hospital, train, new york city, explosion, church, violence, devil, woman in jeopardy, satanic, flashback, stigmata",en,End of Days,"On December 28th, 1999, the citizens of New York City are getting ready for the turn of the millennium. However, the Devil decides to crash the party by coming to the city, inhabiting a man's body, and searching for his chosen bride, a 20-year-old woman named Christine York. The world will end, and the only hope lies within an atheist called Jericho Cane.",20.652943,Beacon Communications,United States of America,1999-11-24,211989043,121.0,"English, Italiano, Latin",Released,Prepare for the end.,End of Days,5.5,482,"['Action', ' Fantasy', ' Horror', ' Mystery']",1999,1990
100000000,http://www.thewolfofwallstreet.com/,106646,"corruption, sex, sexuality, bank, humor, biography, wall street, marriage crisis, rise and fall, stockbroker, drug, stock broker",en,The Wolf of Wall Street,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",95.007934,"Paramount Pictures, Appian Way, EMJAG Productions, Red Granite Pictures, Sikelia Productions",United States of America,2013-12-25,392000694,180.0,"Français, English",Released,EARN. SPEND. PARTY.,The Wolf of Wall Street,7.9,6571,"['Crime', ' Drama', ' Comedy']",2013,2010
102000000,http://cloudatlas.warnerbros.com/,83542,"clone, future, dystopia, ensemble cast, duringcreditsstinger, century, woman director, 1930s",en,Cloud Atlas,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.",73.872343,"Anarchos Productions, X-Filme Creative Pool, Ascension Pictures, ARD Degeto Film, Cloud Atlas Productions, Five Drops, Media Asia Group, Dreams of Dragon Picture","Germany, Hong Kong, Singapore, United States of America",2012-10-26,130482868,172.0,English,Released,Everything is Connected,Cloud Atlas,6.6,2977,"['Drama', ' Science Fiction']",2012,2010
80000000,http://legendoftheguardians.warnerbros.com/,41216,owl,en,Legend of the Guardians: The Owls of Ga'Hoole,"Soren, a young barn owl, is kidnapped by owls of St. Aggie's, ostensibly an orphanage, where owlets are brainwashed into becoming soldiers. He and his new friends escape to the island of Ga'Hoole, to assist its noble, wise owls who fight the army being created by the wicked rulers of St. Aggie's. The film is based on the first three books in the series.",37.321848,"Village Roadshow Pictures, Warner Bros., Animal Logic, Cruel and Unusual Films","Australia, United States of America",2010-07-10,140073390,97.0,English,Released,On his way to finding a legend...he will become one.,Legend of the Guardians: The Owls of Ga'Hoole,6.5,703,"['Animation', ' Adventure', ' Family', ' Fantasy']",2010,2010
90000000,http://theexpendables3film.com/,138103,"cia, arms dealer, sequel, rescue mission, hospital, battle, sledgehammer, revolver",en,The Expendables 3,"Barney, Christmas and the rest of the team comes face-to-face with Conrad Stonebanks, who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to kill… or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendables’ most personal battle yet.",61.025639,"Davis-Films, Nu Image Films, LionsGate, Millennium Films, Ex3 Productions, Fipex Holding","France, United States of America",2014-08-04,206172544,127.0,English,Released,New team. New attitude. New mission.,The Expendables 3,6.1,1795,"['Action', ' Adventure', ' Thriller']",2014,2010
105000000,https://www.facebook.com/PointBreakMovie,257088,"undercover, undercover agent, extreme sports, fbi agent, 3d",en,Point Break,"A young undercover FBI agent infiltrates a gang of thieves who share a common interest in extreme sports. A remake of the 1991 film, ""Point Break"".",33.507289,"Studio Babelsberg, Alcon Entertainment, DMG Entertainment, Ehman Productions","Germany, United States of America, China",2015-12-03,133718711,114.0,English,Released,The only law that matters is gravity,Point Break,5.5,783,"['Action', ' Crime', ' Thriller']",2015,2010
100000000,http://www.intheheartoftheseamovie.com/,205775,"suicide, ocean, sea, hunger, shipwreck, ship, whale, based on true story, stranded, survival, whaling, death, new england, lost at sea, based on true events, whaling ship, starvation, 19th century, cannibalism, reference to moby dick, whale oil, nantucket",en,In the Heart of the Sea,"In the winter of 1820, the New England whaling ship Essex was assaulted by something no one could believe: a whale of mammoth size and will, and an almost human sense of vengeance.  The real-life maritime disaster would inspire Herman Melville’s Moby Dick.  But that told only half the story.  “Heart of the Sea” reveals the encounter’s harrowing aftermath, as the ship’s surviving crew is pushed to their limits and forced to do the unthinkable to stay alive.  Braving storms, starvation, panic and despair, the men will call into question their deepest beliefs, from the value of their lives to the morality of their trade, as their captain searches for direction on the open sea and his first mate still seeks to bring the great whale down.",50.767332,"Imagine Entertainment, Spring Creek Productions, Warner Bros., Roth Films, K. JAM Media, Cott Productions, Surf Film, Enelmar Productions, A.I.E.",United States of America,2015-11-20,93820758,122.0,English,Released,Based on the incredible true story that inspired Moby Dick,In the Heart of the Sea,6.5,1276,"['Thriller', ' Drama', ' Adventure', ' Action', ' History']",2015,2010
100000000,http://www.greenzonemovie.com/,22972,"weapon of mass destruction, baghdad, iraqi ",en,Green Zone,"During the U.S.-led occupation of Baghdad in 2003, Chief Warrant Officer Roy Miller and his team of Army inspectors were dispatched to find weapons of mass destruction believed to be stockpiled in the Iraqi desert. Rocketing from one booby-trapped and treacherous site to the next, the men search for deadly chemical agents but stumble instead upon an elaborate cover-up that threatens to invert the purpose of their mission.",30.254021,"Universal Pictures, StudioCanal, Dentsu, Relativity Media, Working Title Films","Spain, United Kingdom, United States of America, France",2010-03-11,94882889,115.0,"English, العربية",Released,Chief Warrant Officer Roy Miller is done following orders,Green Zone,6.4,717,"['War', ' Action', ' Adventure', ' Drama', ' Thriller']",2010,2010
99000000,http://www.peanutsmovie.com/,227973,"based on comic strip, family, 3d, charlie brown, snoopy",en,The Peanuts Movie,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest back home.",34.308098,"Blue Sky Studios, Twentieth Century Fox Animation",United States of America,2015-11-05,246233113,88.0,English,Released,The story of an underdog. And his dog.,The Peanuts Movie,6.5,604,['Animation'],2015,2010
100000000,http://video.movies.go.com/gangsofnewyork/,3131,"fire, irish-american, immigrant, gang war, pickpocket, ship, gang of thieves, butcher, pig, army, rescue, gang",en,Gangs of New York,"It's 1863. America was born in the streets. Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.",46.160048,"Miramax Films, Initial Entertainment Group (IEG), Alberto Grimaldi Productions","United States of America, Italy",2002-12-14,193772504,167.0,"English, Gaeilge, Latin, 普通话",Released,America was born in the streets.,Gangs of New York,7.1,1910,"['Drama', ' History', ' Crime']",2002,2000
85000000,http://www.sonypictures.com/homevideo/surfsup/,9408,"sea, world cup, surfer, wave, surfboard, giant wave, world champion, idol, mockumentary",en,Surf's Up,"Cody is a surfing penguin from Shiverpool who dreams of making it big and being like his idol Big Z. On his journey he discovers his talents are not all he thinks they are and he must learn to accept that their is more to surfing than fame and fortune.  Surf's Up is a 2007 American computer-animated mockumentary film produced by Sony Pictures Animation and distributed by Columbia Pictures and ImageWorks Studios. It stars the voices of Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder among others.",23.230851,"Columbia Pictures, Sony Pictures Animation",United States of America,2007-06-08,149044513,85.0,English,Released,"In the coldest place on Earth, he's the hottest thing around.",Surf's Up,5.9,601,"['Animation', ' Comedy', ' Family']",2007,2000
100000000,http://www.sexandthecitymovie.com/,37786,,en,Sex and the City 2,"Carrie, Charlotte, and Miranda are all married now, but they're still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down.",18.325897,"New Line Cinema, Village Roadshow Pictures, Home Box Office (HBO), HBO Films",United States of America,2010-05-26,288347692,146.0,"English, العربية",Released,Carrie on.,Sex and the City 2,5.4,426,"['Comedy', ' Drama', ' Romance']",2010,2010
95000000,http://www.iceagemovies.com/films/ice-age-continental-drift,57800,"blue footed booby, prehistoric times, melting ice, badger, elephant seal, floating ice, land bridge, era, glaciale, deriva",en,Ice Age: Continental Drift,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",65.229868,"Blue Sky Studios, Twentieth Century Fox Animation",United States of America,2012-06-26,877244782,88.0,English,Released,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift.",Ice Age: Continental Drift,6.2,2672,"['Animation', ' Comedy', ' Adventure', ' Family']",2012,2010
95000000,http://movies.disney.com/cinderella,150689,"cinderella, magic, prince, fairy tale, kingdom, royalty, orphan, lost shoe, evil stepmother, retelling",en,Cinderella,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",101.187052,"Walt Disney Pictures, Genre Films, Beagle Pug Films, Allison Shearmur Productions","United Kingdom, United States of America",2015-03-12,543514353,105.0,English,Released,Midnight is just the beginning.,Cinderella,6.7,2374,"['Romance', ' Fantasy', ' Family', ' Drama']",2015,2010
65000000,http://www.lovelybones.com,7980,"rape, 1970s, evidence, tree, afterlife, loss of daughter, serial killer, corpse, pedophile, teenage love, grieving, childhood sexual abuse, based on young adult novel",en,The Lovely Bones,"After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal.",29.257137,"WingNut Films, DreamWorks SKG, Key Creatives, Film4, Goldcrest Pictures, New Zealand Large Budget Screen Production Grant","United Kingdom, New Zealand, United States of America",2009-12-26,93525586,136.0,English,Released,The story of a life and everything that came after...,The Lovely Bones,6.6,1065,"['Fantasy', ' Drama']",2009,2000
94000000,http://movies.disney.com/finding-nemo,12,"father son relationship, harbor, underwater, fish tank, great barrier reef, missing child, aftercreditsstinger, duringcreditsstinger, short term memory loss, clownfish, father son reunion, protective father",en,Finding Nemo,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",85.688789,Pixar Animation Studios,United States of America,2003-05-30,940335536,100.0,English,Released,"There are 3.7 trillion fish in the ocean, they're looking for one.",Finding Nemo,7.6,6122,"['Animation', ' Family']",2003,2000
94000000,http://www.lordoftherings.net,122,"elves, orcs, middle-earth (tolkien), based on novel, suspicion, bravery, war, honor, troll, brutality, violence, ghost, end of trilogy, quest, sword and sorcery",en,The Lord of the Rings: The Return of the King,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam bring the ring closer to the heart of Mordor, the dark lord's realm.",123.630332,"WingNut Films, New Line Cinema","New Zealand, United States of America",2003-12-01,1118888979,201.0,English,Released,The eye of the enemy is moving.,The Lord of the Rings: The Return of the King,8.1,8064,"['Adventure', ' Fantasy', ' Action']",2003,2000
79000000,http://www.lordoftherings.net/,121,"elves, orcs, middle-earth (tolkien), hobbit, based on novel, explosive, cave, fort, army, mission, attack, guide, wizard, ring, sword and sorcery",en,The Lord of the Rings: The Two Towers,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",106.914973,"WingNut Films, New Line Cinema, The Saul Zaentz Company","New Zealand, United States of America",2002-12-18,926287400,179.0,English,Released,A New Power Is Rising.,The Lord of the Rings: The Two Towers,8.0,7487,"['Adventure', ' Fantasy', ' Action']",2002,2000
95000000,http://www.seventhsonmovie.com/,68737,"magic, chosen one, dark fantasy, witch hunter, evil witch, based on young adult novel, sword and sorcery",en,Seventh Son,"John Gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. However John is not young anymore, and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't?",63.628459,"Legendary Pictures, Thunder Road Pictures, Outlaw Sinema, Moving Picture Company (MPC), Pendle Mountain Productions, China Film Co.","China, Canada, United States of America, United Kingdom",2014-12-12,114178613,102.0,English,Released,"When darkness falls, the son will rise. When the son falls, the dark knight will rise.",Seventh Son,5.2,957,"['Adventure', ' Fantasy']",2014,2010
93000000,http://www.apeswillrise.com/,61791,"intelligence, zoo, cage, dystopia, golden gate bridge, ape, monkey, medical research, alzheimer's disease",en,Rise of the Planet of the Apes,"Scientist Will Rodman is determined to find a cure for Alzheimer's, the disease which has slowly consumed his father. Will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects – especially Caesar, his pet chimpanzee.",138.433168,"Ingenious Film Partners, Ingenious Media, Twentieth Century Fox Film Corporation, Dune Entertainment, Dune Entertainment III, Chernin Entertainment, Big Screen Productions",United States of America,2011-08-03,482860185,105.0,English,Released,Evolution Becomes Revolution.,Rise of the Planet of the Apes,7.0,4347,"['Thriller', ' Action', ' Drama', ' Science Fiction']",2011,2010
92000000,http://www.diehardmovie.com/,47964,"bomb, cia, russia, escape, courthouse, rogue, moscow",en,A Good Day to Die Hard,"Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes.",65.402595,"Ingenious Media, Twentieth Century Fox Film Corporation, Dune Entertainment, Mid Atlantic Films, Big Screen Productions, Temple Hill Entertainment, TSG Entertainment, Giant Pictures, Origo Film Group",United States of America,2013-02-06,304654182,98.0,"English, Pусский",Released,Yippee Ki-Yay Mother Russia,A Good Day to Die Hard,5.2,3493,"['Action', ' Thriller']",2013,2010
92000000,http://disney.go.com/disneyvideos/animatedfilms/incredibles/main.html,9806,"secret identity, secret, hero, island, wretch, supernatural powers, weapon, lawsuit, superhero",en,The Incredibles,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",77.817571,"Walt Disney Pictures, Pixar Animation Studios",United States of America,2004-11-05,631442092,115.0,"Français, English",Released,"No gut, no glory",The Incredibles,7.4,5152,"['Action', ' Adventure', ' Animation', ' Family']",2004,2000
90000000,http://www.sonypictures.com/homevideo/meninblack/,607,"secret identity, sun glasses, undercover, space marine, illegal immigration, deportation, new identity, giant cockroach, cannon, flying saucer, stay permit, alien, fictional government agency",en,Men in Black,"Men in Black follows the exploits of agents Kay and Jay, members of a top-secret organization established to monitor and police alien activity on Earth. The two Men in Black find themselves in the middle of the deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies. In order to prevent worlds from colliding, the MiB must track down the terrorist and prevent the destruction of Earth. It's just another typical day for the Men in Black.",104.121555,"Amblin Entertainment, Columbia Pictures Corporation, Parkes+MacDonald Image Nation",United States of America,1997-07-02,589390539,98.0,"English, Español",Released,Protecting the Earth from the scum of the universe.,Men in Black,6.9,4412,"['Action', ' Adventure', ' Comedy', ' Science Fiction']",1997,1990
90000000,http://toystory.disney.com/toy-story-2,863,"museum, prosecution, identity crisis, airplane, flea market, collector, teamwork, friendship, rescue team, garage sale, duringcreditsstinger, toy comes to life, personification, inanimate objects coming to life",en,Toy Story 2,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",73.575118,Pixar Animation Studios,United States of America,1999-10-30,497366869,92.0,English,Released,The toys are back!,Toy Story 2,7.3,3806,"['Animation', ' Comedy', ' Family']",1999,1990
100000000,http://www.cloudywithachanceofmeatballs.com/,22794,"weather, food, science",en,Cloudy with a Chance of Meatballs,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",46.781182,"Columbia Pictures, Sony Pictures Animation",United States of America,2009-09-17,242988466,90.0,English,Released,Prepare to get served.,Cloudy with a Chance of Meatballs,6.5,1747,"['Animation', ' Comedy', ' Family']",2009,2000
90000000,http://www.iceagemovies.com/films/ice-age-dawn-of-the-dinosaurs,8355,"ice age, bridge, insanity, jungle, dinosaur, birth, duringcreditsstinger, 3d",en,Ice Age: Dawn of the Dinosaurs,"Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.",69.457898,"Blue Sky Studios, Twentieth Century Fox Animation",United States of America,2009-06-29,886686817,94.0,English,Released,You Won't Believe Your Ice!,Ice Age: Dawn of the Dinosaurs,6.5,2271,"['Animation', ' Comedy', ' Family', ' Adventure']",2009,2000
90000000,http://thedeparted.warnerbros.com/,1422,"undercover, boston, police, friends, mafia, undercover cop, mobster, mole, state police, police training, realtor",en,The Departed,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",63.429157,"Vertigo Entertainment, Media Asia Films, Warner Bros., Initial Entertainment Group (IEG), Plan B Entertainment","Hong Kong, United States of America",2006-10-05,289847354,151.0,"English, 广州话 / 廣州話",Released,Lies. Betrayal. Sacrifice. How far will you take it?,The Departed,7.9,4339,"['Drama', ' Thriller', ' Crime']",2006,2000
