movie_id,name,job,id,title,vote_average,vote_count,budget,revenue
1586,David Koepp,Director,1586,Secret Window,6.4,972,40000000,92913171
2044,Alejandro Agresti,Director,2044,The Lake House,6.5,670,40000000,114830111
9913,Iain Softley,Director,9913,The Skeleton Key,6.4,573,43000000,91974818
71864,Peter Hedges,Director,71864,The Odd Life of Timothy Green,6.5,386,0,51854875
10761,Paul Weiland,Director,10761,Made of Honor,6.0,394,40000000,84601681
209451,Clint Eastwood,Director,209451,Jersey Boys,6.8,255,40000000,67347013
11975,Francis Ford Coppola,Director,11975,The Rainmaker,6.7,235,40000000,45916769
4970,Mathieu Kassovitz,Director,4970,Gothika,5.8,629,40000000,141591324
11831,Steven Spielberg,Director,11831,Amistad,6.8,316,36000000,74000000
9096,John McTiernan,Director,9096,Medicine Man,5.8,114,40000000,0
440,Colin Strause,Director,440,Aliens vs Predator: Requiem,4.9,740,40000000,41797066
440,Greg Strause,Director,440,Aliens vs Predator: Requiem,4.9,740,40000000,41797066
11011,Donald Petrie,Director,11011,Ri¢hie Ri¢h,5.4,415,40000000,0
10641,Joan Chen,Director,10641,Autumn in New York,5.7,135,65000000,0
11172,Marc Lawrence,Director,11172,Music and Lyrics,6.2,554,40000000,145896422
39513,Greg Mottola,Director,39513,Paul,6.5,1789,40000000,97552050
82687,Anne Fletcher,Director,82687,The Guilt Trip,5.4,284,40000000,41863726
41446,Wes Craven,Director,41446,Scream 4,6.1,902,40000000,97138686
8224,Joel Schumacher,Director,8224,8MM,6.1,474,40000000,96618699
10537,Oliver Stone,Director,10537,The Doors,6.7,275,38000000,34416893
225886,Jake Kasdan,Director,225886,Sex Tape,5.3,1695,40000000,126069509
10385,Diane Keaton,Director,10385,Hanging Up,5.0,40,40000000,36037909
55779,Steven Quale,Director,55779,Final Destination 5,5.9,866,47000000,157887643
10154,Kelly Makin,Director,10154,Mickey Blue Eyes,5.3,140,0,0
10647,Mimi Leder,Director,10647,Pay It Forward,7.0,432,40000000,55707411
11431,Bobby Farrelly,Director,11431,Fever Pitch,5.9,182,30000000,50451307
11431,Peter Farrelly,Director,11431,Fever Pitch,5.9,182,30000000,50451307
8457,Steven Brill,Director,8457,Drillbit Taylor,5.5,275,40000000,0
188161,Seth MacFarlane,Director,188161,A Million Ways to Die in the West,5.8,1468,0,0
8850,Russell Mulcahy,Director,8850,The Shadow,5.4,138,25000000,48063435
64685,Stephen Daldry,Director,64685,Extremely Loud & Incredibly Close,6.9,708,40000000,55247881
38357,Roger Michell,Director,38357,Morning Glory,6.1,412,40000000,58785180
10060,Jim Sheridan,Director,10060,Get Rich or Die Tryin',6.3,186,40000000,46442528
11398,Christian Duguay,Director,11398,The Art of War,5.6,135,40000000,30199105
1833,Chris Columbus,Director,1833,Rent,6.7,155,40000000,31670620
10391,Chuck Russell,Director,10391,Bless the Child,4.9,71,40000000,0
8970,Sam Weisman,Director,8970,The Out-of-Towners,5.0,45,75000000,29000000
9306,John Frankenheimer,Director,9306,The Island of Dr. Moreau,4.6,147,40000000,49627779
9306,Richard Stanley,Director,9306,The Island of Dr. Moreau,4.6,147,40000000,49627779
11370,Peter Hyams,Director,11370,The Musketeer,5.2,56,40000000,27053815
12184,Justin Chadwick,Director,12184,The Other Boleyn Girl,6.4,477,35000000,0
1921,Pat O'Connor,Director,1921,Sweet November,6.4,278,40000000,65754228
1683,Stephen Hopkins,Director,1683,The Reaping,5.4,205,40000000,62771059
203,Martin Scorsese,Director,203,Mean Streets,7.2,345,500000,3000000
11858,Penny Marshall,Director,11858,Renaissance Man,5.9,81,40000000,24332324
62835,Olivier Megaton,Director,62835,Colombiana,6.5,824,40000000,60965854
18937,Frederik Du Chau,Director,18937,Quest for Camelot,6.9,190,40000000,38172500
13536,Michael Caton-Jones,Director,13536,City By The Sea,5.7,92,40000000,22433915
15556,Irwin Winkler,Director,15556,At First Sight,5.9,48,0,0
10718,Joseph Kahn,Director,10718,Torque,4.7,119,40000000,46546197
11062,Harold Becker,Director,11062,City Hall,6.0,67,0,0
10802,Paul Verhoeven,Director,10802,Showgirls,4.9,256,45000000,20350754
1887,Sofia Coppola,Director,1887,Marie Antoinette,6.5,642,40000000,60474340
6071,Barbet Schroeder,Director,6071,Kiss of Death,5.7,81,40000000,0
10461,Stephen T. Kay,Director,10461,Get Carter,4.8,145,63600000,19412993
80278,Juan Antonio Bayona,Director,80278,The Impossible,7.0,2025,42000000,180274123
12704,Elaine May,Director,12704,Ishtar,4.2,28,55000000,14375181
10315,Wes Anderson,Director,10315,Fantastic Mr. Fox,7.5,1176,40000000,46471023
16643,Stephen Herek,Director,16643,Life or Something Like It,5.7,124,40000000,16872671
2687,John Carpenter,Director,2687,Memoirs of an Invisible Man,5.7,125,40000000,14358033
194,Jean-Pierre Jeunet,Director,194,Amélie,7.8,3310,10000000,173921954
11025,Dennie Gordon,Director,11025,New York Minute,5.5,185,0,0
8849,Charles Shyer,Director,8849,Alfie,5.6,248,60000000,13395939
78698,Ken Kwapis,Director,78698,Big Miracle,6.6,152,40000000,24719215
30943,Ulu Grosbard,Director,30943,The Deep End of the Ocean,5.9,54,38000000,28121100
9544,William Malone,Director,9544,FearDotCom,3.2,105,40000000,18902015
24418,Paul Weitz,Director,24418,Cirque du Freak: The Vampire's Assistant,5.5,348,40000000,28169671
7288,Danny DeVito,Director,7288,Duplex,5.9,482,40000000,19322135
14655,Malcolm D. Lee,Director,14655,Soul Men,6.3,47,0,0
24575,Jerry Jameson,Director,24575,Raise the Titanic,5.2,21,0,0
10366,Mic Rodgers,Director,10366,Universal Soldier: The Return,4.2,135,45000000,10667893
19898,Christian Alvart,Director,19898,Pandorum,6.5,774,33000000,20645327
4965,Gary Fleder,Director,4965,Impostor,6.1,135,40000000,0
15074,Christian Duguay,Director,15074,Extreme Ops,5.0,28,40000000,10959475
56715,Jean-Marie Poiré,Director,56715,Just Visiting,4.8,171,0,0
1272,Danny Boyle,Director,1272,Sunshine,7.0,1182,50000000,32017803
72358,Brian Robbins,Director,72358,A Thousand Words,6.0,373,40000000,22044277
20542,Marc F. Adler,Director,20542,Delgo,5.4,15,40000000,0
20542,Jason Maurer,Director,20542,Delgo,5.4,15,40000000,0
266396,Pierre Morel,Director,266396,The Gunman,5.5,392,40000000,13644292
9978,Geoffrey Sax,Director,9978,Stormbreaker,5.1,213,40000000,23937870
8271,D.J. Caruso,Director,8271,Disturbia,6.6,1006,20000000,117760134
10428,Iain Softley,Director,10428,Hackers,6.2,398,20000000,7563728
5353,Richard Shepard,Director,5353,The Hunting Party,6.6,96,0,0
11934,Joel Coen,Director,11934,The Hudsucker Proxy,7.1,275,30000000,0
14392,Peter Chan,Director,14392,The Warlords,6.3,83,40000000,0
14392,Raymond Yip Wai-Man,Director,14392,The Warlords,6.3,83,40000000,0
19495,Sergei Bodrov Jr.,Director,19495,Nomad: The Warrior,4.3,17,25000000,0
19495,Ivan Passer,Director,19495,Nomad: The Warrior,4.3,17,25000000,0
110415,Bong Joon-ho,Director,110415,Snowpiercer,6.7,2854,39200000,86758912
77459,Bibo Bergeron,Director,77459,A Monster in Paris,6.5,313,25000000,0
26486,Jeff Nathanson,Director,26486,The Last Shot,5.9,15,0,0
9495,Alex Proyas,Director,9495,The Crow,7.3,953,15000000,94000000
256040,S.S. Rajamouli,Director,256040,Baahubali: The Beginning,7.5,135,40000000,100000000
24420,Robert Schwentke,Director,24420,The Time Traveler's Wife,6.7,798,39000000,101229792
1257,Michael Lehmann,Director,1257,Because I Said So,5.8,191,0,69485490
62214,Tim Burton,Director,62214,Frankenweenie,6.6,932,39000000,35287788
16320,Joss Whedon,Director,16320,Serenity,7.4,1264,39000000,38869464
8842,Charles S. Dutton,Director,8842,Against the Ropes,4.5,32,39000000,6614280
9531,Richard Lester,Director,9531,Superman III,5.3,490,39000000,75850624
64807,Peter Segal,Director,64807,Grudge Match,6.0,433,40000000,44907260
12289,John Woo,Director,12289,Red Cliff,7.1,205,80341000,127814609
11529,Andy Tennant,Director,11529,Sweet Home Alabama,6.0,394,30000000,180622424
20943,Robert Luketic,Director,20943,The Ugly Truth,6.4,972,38000000,205298907
9099,Jonathan Lynn,Director,9099,Sgt. Bilko,5.5,94,0,0
9488,Robert Rodriguez,Director,9488,Spy Kids 2: The Island of Lost Dreams,5.3,521,38000000,119723358
193,David Carson,Director,193,Star Trek: Generations,6.4,452,38000000,120000000
44865,Wong Kar-wai,Director,44865,The Grandmaster,6.3,273,3860000,64076736
55787,Francis Lawrence,Director,55787,Water for Elephants,6.7,850,38000000,114156230
257932,Yuefeng Song,Director,257932,Dragon Nest: Warriors' Dawn,6.8,19,40000000,0
10400,Norman Jewison,Director,10400,The Hurricane,7.2,396,50000000,73956241
1957,Michael Apted,Director,1957,Enough,6.2,264,38000000,51801187
10833,David Mirkin,Director,10833,Heartbreakers,5.7,254,35000000,0
256961,Andy Fickman,Director,256961,Paul Blart: Mall Cop 2,5.0,567,38000000,107597242
5852,Luis Mandoki,Director,5852,Angel Eyes,5.6,88,53000000,29700000
12312,John Pasquin,Director,12312,Joe Somebody,5.5,40,38000000,0
622,Roman Polanski,Director,622,The Ninth Gate,6.3,756,38000000,58401898
11306,Michael Apted,Director,11306,Extreme Measures,5.7,80,38000000,17380126
12508,Stephen Herek,Director,12508,Rock Star,6.0,190,57000000,16991902
25793,Lee Daniels,Director,25793,Precious,6.9,417,10000000,47536959
10534,Ridley Scott,Director,10534,White Squall,6.3,86,38000000,10300000
1091,John Carpenter,Director,1091,The Thing,7.8,1588,15000000,19629760
87421,David Twohy,Director,87421,Riddick,6.2,2035,38000000,98337295
10871,Jeb Stuart,Director,10871,Switchback,5.8,52,37000000,6482195
13503,Steve Miner,Director,13503,Texas Rangers,5.4,19,0,0
13600,Gil Kenan,Director,13600,City of Ember,6.2,605,55000000,17869048
68722,Paul Thomas Anderson,Director,68722,The Master,7.0,701,32000000,28258060
14324,David Leland,Director,14324,Virgin Territory,4.3,75,38000000,5410749
14325,Gary Fleder,Director,14325,The Express,7.1,71,40000000,9793496
299687,J Blakeson,Director,299687,The 5th Wave,5.6,1945,38000000,109906372
312221,Ryan Coogler,Director,312221,Creed,7.3,1915,37000000,173567581
23168,Ben Affleck,Director,23168,The Town,7.0,1468,37000000,154026136
76494,Kirk Jones,Director,76494,What to Expect When You're Expecting,5.8,594,40000000,79700000
4944,Joel Coen,Director,4944,Burn After Reading,6.5,1222,37000000,163720069
4944,Ethan Coen,Director,4944,Burn After Reading,6.5,1222,37000000,163720069
10488,Jennifer Flackett,Director,10488,Nim's Island,5.6,330,37000000,100076342
10488,Mark Levin,Director,10488,Nim's Island,5.6,330,37000000,100076342
96721,Ron Howard,Director,96721,Rush,7.7,2277,38000000,90247624
334,Paul Thomas Anderson,Director,334,Magnolia,7.5,825,37000000,48451803
23742,Kevin Smith,Director,23742,Cop Out,5.3,511,30000000,55583804
259694,Christian Ditter,Director,259694,How to Be Single,5.9,1201,38000000,112343513
62837,Charles Martin Smith,Director,62837,Dolphin Tale,6.7,163,37000000,95404397
8966,Catherine Hardwicke,Director,8966,Twilight,5.8,3561,37000000,392616625
8470,Nick Cassavetes,Director,8470,John Q,7.0,594,36000000,102244770
11001,Les Mayfield,Director,11001,Blue Streak,6.1,352,65000000,117758500
138832,Rawson Marshall Thurber,Director,138832,We're the Millers,6.8,2972,37000000,269994119
16911,Fyodor Bondarchuk,Director,16911,The Inhabited Island,5.3,23,36500000,21834845
2163,Jonathan Mostow,Director,2163,Breakdown,6.6,198,36000000,50159144
36670,Irvin Kershner,Director,36670,Never Say Never Again,5.8,338,36000000,160000000
23048,Steve Pink,Director,23048,Hot Tub Time Machine,6.0,894,36000000,64572262
227735,Charles Martin Smith,Director,227735,Dolphin Tale 2,6.7,96,36000000,52424533
2155,John Frankenheimer,Director,2155,Reindeer Games,5.4,173,42000000,32168970
8409,F. Gary Gray,Director,8409,A Man Apart,5.8,258,36000000,44350926
222936,Cameron Crowe,Director,222936,Aloha,5.2,692,37000000,26250020
31908,Rob Reiner,Director,31908,Ghosts of Mississippi,6.2,40,0,0
10219,Scott Hicks,Director,10219,Snow Falling on Cedars,6.3,32,0,0
48171,Mikael Håfström,Director,48171,The Rite,5.8,556,37000000,96047633
782,Andrew Niccol,Director,782,Gattaca,7.5,1808,36000000,12532777
75531,Andrew Bergman,Director,75531,Isn't She Great,4.6,14,36000000,3003296
11802,Kirk De Micco,Director,11802,Space Chimps,5.2,99,37000000,63800345
9776,Chris Rock,Director,9776,Head of State,5.3,71,0,0
18785,Todd Phillips,Director,18785,The Hangover,7.2,6173,35000000,459270619
365222,Wilson Yip,Director,365222,Ip Man 3,6.5,379,36000000,156844753
817,Jay Roach,Director,817,Austin Powers: The Spy Who Shagged Me,6.2,1011,33000000,310940086
268,Tim Burton,Director,268,Batman,7.0,2096,35000000,411348924
45054,Roland Joffé,Director,45054,There Be Dragons,5.9,27,0,0
943,Richard Donner,Director,943,Lethal Weapon 3,6.4,811,35000000,321731527
22881,John Lee Hancock,Director,22881,The Blind Side,7.2,1597,29000000,309208309
10054,Robert Rodriguez,Director,10054,Spy Kids,5.5,867,35000000,147934180
51540,Seth Gordon,Director,51540,Horrible Bosses,6.5,2277,35000000,117000000
44264,Joel Coen,Director,44264,True Grit,7.2,1668,38000000,252276927
44264,Ethan Coen,Director,44264,True Grit,7.2,1668,38000000,252276927
350,David Frankel,Director,350,The Devil Wears Prada,7.0,3088,35000000,326551094
152,Robert Wise,Director,152,Star Trek: The Motion Picture,6.2,530,35000000,139000000
109431,Seth Gordon,Director,109431,Identity Thief,5.6,1645,35000000,173965010
1598,Martin Scorsese,Director,1598,Cape Fear,7.0,675,35000000,182300000
8065,Robert Luketic,Director,8065,21,6.5,1375,35000000,69823199
271718,Judd Apatow,Director,271718,Trainwreck,5.9,1181,35000000,140795793
11638,Kevin Rodney Sullivan,Director,11638,Guess Who,5.5,225,35000000,68915888
409,Anthony Minghella,Director,409,The English Patient,7.0,542,27000000,231976425
2118,Curtis Hanson,Director,2118,L.A. Confidential,7.7,1310,35000000,126216940
11459,Mike Mitchell,Director,11459,Sky High,5.8,550,35000000,86369815
10806,Frank Oz,Director,10806,In & Out,6.3,177,35000000,0
9348,Roger Donaldson,Director,9348,Species,5.5,453,35000000,113374103
377,Wes Craven,Director,377,A Nightmare on Elm Street,7.2,1180,1800000,25504513
8843,Tarsem Singh,Director,8843,The Cell,6.0,436,33000000,104155843
9313,Randall Wallace,Director,9313,The Man in the Iron Mask,6.3,1018,0,0
39486,Randall Wallace,Director,39486,Secretariat,6.8,103,35000000,60251371
1273,Kevin Munroe,Director,1273,TMNT,6.0,345,34000000,95608995
13920,Mike Tollin,Director,13920,Radio,6.8,141,32000000,52277485
50544,Will Gluck,Director,50544,Friends with Benefits,6.5,2237,35000000,150483765
325133,Nicholas Stoller,Director,325133,Neighbors 2: Sorority Rising,5.6,1462,35000000,108758521
140823,John Lee Hancock,Director,140823,Saving Mr. Banks,7.3,1226,35000000,112544580
1883,Spike Lee,Director,1883,Malcolm X,7.2,370,34000000,48169908
89492,Judd Apatow,Director,89492,This Is 40,5.6,896,35000000,88058786
22949,Walt Becker,Director,22949,Old Dogs,5.2,210,35000000,92219310
12437,Patrick Tatopoulos,Director,12437,Underworld: Rise of the Lycans,6.2,1428,35000000,91353501
2959,Ken Kwapis,Director,2959,License to Wed,5.2,253,35000000,69307224
9957,Dennis Dugan,Director,9957,The Benchwarmers,5.2,242,0,0
11648,Gary David Goldberg,Director,11648,Must Love Dogs,5.8,140,30000000,58405313
9366,Mike Newell,Director,9366,Donnie Brasco,7.4,1147,35000000,41954997
1576,Paul W.S. Anderson,Director,1576,Resident Evil,6.4,2065,33000000,102984862
609,Tobe Hooper,Director,609,Poltergeist,7.0,794,10700000,122200000
5516,Joel Coen,Director,5516,The Ladykillers,6.0,415,0,0
5516,Ethan Coen,Director,5516,The Ladykillers,6.0,415,0,0
13051,John Moore,Director,13051,Max Payne,5.2,613,35000000,85416905
49530,Andrew Niccol,Director,49530,In Time,6.7,3417,40000000,173930596
34806,Alan Poul,Director,34806,The Back-Up Plan,5.7,458,35000000,77477008
49022,Luke Greenfield,Director,49022,Something Borrowed,5.9,296,35000000,59901913
11469,Gil Junger,Director,11469,Black Knight,5.1,287,0,0
23479,Michael Ritchie,Director,23479,The Bad News Bears,6.9,97,35000000,35323292
11667,Steven E. de Souza,Director,11667,Street Fighter,4.1,325,35000000,99423521
423,Roman Polanski,Director,423,The Pianist,8.0,1864,35000000,120072577
2447,Catherine Hardwicke,Director,2447,The Nativity Story,6.4,35,35000000,0
10066,Jaume Collet-Serra,Director,10066,House of Wax,5.5,677,40000000,68766121
2288,Mike Nichols,Director,2288,Closer,6.7,811,27000000,115505027
88794,Clint Eastwood,Director,88794,J. Edgar,6.0,741,35000000,84606030
13515,Alexandre Aja,Director,13515,Mirrors,6.0,485,35000000,72436439
11979,Michael Rymer,Director,11979,Queen of the Damned,5.4,239,35000000,45479110
169,Stephen Hopkins,Director,169,Predator 2,5.9,730,35000000,57120318
8090,Gregory Hoblit,Director,8090,Untraceable,5.9,238,35000000,32483410
11622,Hugh Wilson,Director,11622,Blast from the Past,6.3,245,35000000,40263020
3604,Mike Hodges,Director,3604,Flash Gordon,6.1,233,35000000,27107960
9541,Kevin Smith,Director,9541,Jersey Girl,5.8,325,35000000,36098382
94348,Rob Cohen,Director,94348,Alex Cross,5.1,300,45000000,30353232
8197,Clint Eastwood,Director,8197,Midnight in the Garden of Good and Evil,6.3,157,35000000,25105255
336004,Scott Mann,Director,336004,Heist,5.6,318,8900000,4100000
35019,Susanna White,Director,35019,Nanny McPhee and the Big Bang,6.0,436,35000000,93246388
10410,Danny DeVito,Director,10410,Hoffa,6.1,81,35000000,0
8836,Chris Carter,Director,8836,The X Files: I Want to Believe,5.5,523,30000000,68369434
14442,Tommy O'Haver,Director,14442,Ella Enchanted,5.9,437,31000000,27388767
321741,Peter Landesman,Director,321741,Concussion,7.0,823,35000000,50363790
59965,John Singleton,Director,59965,Abduction,5.6,961,35000000,82087155
14175,Gary Chapman,Director,14175,Valiant,5.2,235,35000000,19478106
11004,Curtis Hanson,Director,11004,Wonder Boys,6.9,161,35000000,0
11918,Craig Mazin,Director,11918,Superhero Movie,4.9,379,35000000,25871834
98357,Allen Hughes,Director,98357,Broken City,5.7,593,56000000,19701164
10012,Wes Craven,Director,10012,Cursed,5.1,167,35000000,19294901
49526,David Koepp,Director,49526,Premium Rush,6.2,832,35000000,31083599
268920,Anne Fletcher,Director,268920,Hot Pursuit,5.4,647,35000000,51680201
9093,Shekhar Kapur,Director,9093,The Four Feathers,6.5,159,35000000,29882645
119283,Taylor Hackford,Director,119283,Parker,5.7,1455,35000000,46216641
11823,Richard Loncraine,Director,11823,Wimbledon,6.0,293,31000000,41512007
35169,Roger Kumble,Director,35169,Furry Vengeance,4.6,149,35000000,39340177
118957,Kimble Rendall,Director,118957,Bait,5.3,191,30000000,0
849,Peter Yates,Director,849,Krull,5.8,129,27000000,16519460
4515,Robert Redford,Director,4515,Lions for Lambs,6.0,216,35000000,63215872
18886,John Milius,Director,18886,Flight of the Intruder,5.7,31,35000000,0
6575,Jake Kasdan,Director,6575,Walk Hard: The Dewey Cox Story,6.6,212,35000000,18317151
6440,Lasse Hallström,Director,6440,The Shipping News,6.4,108,0,0
13496,Les Mayfield,Director,13496,American Outlaws,5.7,55,35000000,13678913
18320,Jean-Marc Vallée,Director,18320,The Young Victoria,7.0,322,35000000,27409889
22787,Dominic Sena,Director,22787,Whiteout,5.3,220,40000000,12206028
8967,Terrence Malick,Director,8967,The Tree of Life,6.5,987,32000000,54674226
37498,Tsui Hark,Director,37498,Knock Off,4.7,64,33000000,0
144336,David Ayer,Director,144336,Sabotage,5.5,555,35000000,17508518
9616,Brian Helgeland,Director,9616,The Order,4.8,91,35000000,11560806
13056,Lexi Alexander,Director,13056,Punisher: War Zone,5.6,294,20500000,10089373
14113,Peter Hewitt,Director,14113,Zoom,4.9,135,35000000,12506188
285783,Robert Zemeckis,Director,285783,The Walk,6.9,1121,35000000,61181942
49478,Ronny Yu,Director,49478,Warriors of Virtue,4.7,9,0,0
9726,Ridley Scott,Director,9726,A Good Year,6.5,357,35000000,42064105
20763,Richard Donner,Director,20763,Radio Flyer,6.6,53,35000000,4651977
9702,Taylor Hackford,Director,9702,Bound by Honor,7.7,115,35000000,0
9311,Bille August,Director,9311,Smilla's Sense of Snow,6.6,60,35000000,0
9280,Brian De Palma,Director,9280,Femme Fatale,6.2,142,35000000,16838910
26843,Moustapha Akkad,Director,26843,Lion of the Desert,7.4,34,35000000,0
11876,Jean-Paul Rappeneau,Director,11876,The Horseman on the Roof,6.7,25,35000000,15000000
22267,Ang Lee,Director,22267,Ride with the Devil,6.6,49,38000000,635096
45958,Alejandro González Iñárritu,Director,45958,Biutiful,7.0,291,0,25147786
1969,Joachim Rønning,Director,1969,Bandidas,5.8,307,35000000,10496317
1969,Espen Sandberg,Director,1969,Bandidas,5.8,307,35000000,10496317
310706,Tony Kaye,Director,310706,Black Water Transit,0.0,0,0,0
198663,Wes Ball,Director,198663,The Maze Runner,7.0,5371,34000000,348319861
239573,Ken Scott,Director,239573,Unfinished Business,5.0,320,35000000,14431253
10436,Martin Scorsese,Director,10436,The Age of Innocence,7.0,169,34000000,32255440
1381,Darren Aronofsky,Director,1381,The Fountain,6.8,827,35000000,15304890
2162,Hugh Johnson,Director,2162,Chill Factor,5.3,29,70000000,11263966
127493,Simon West,Director,127493,Stolen,5.1,344,35000000,2106557
12429,Hayao Miyazaki,Director,12429,Ponyo,7.5,926,41677699,187479518
228205,"George Tillman, Jr.",Director,228205,The Longest Ride,7.3,1064,34000000,63013281
2900,Rand Ravich,Director,2900,The Astronaut's Wife,5.4,254,75000000,19598588
21311,Hugh Hudson,Director,21311,I Dreamed of Africa,5.3,18,34000000,0
77875,Gabriele Muccino,Director,77875,Playing for Keeps,5.4,240,35000000,0
192136,Justin Chadwick,Director,192136,Mandela: Long Walk to Freedom,6.5,224,35000000,27330000
18254,Warren Beatty,Director,18254,Reds,7.1,67,32000000,40382659
881,Rob Reiner,Director,881,A Few Good Men,7.1,877,40000000,243240178
10877,Andrzej Bartkowiak,Director,10877,Exit Wounds,5.3,110,50000000,79958599
9600,Raja Gosnell,Director,9600,Big Momma's House,5.6,506,30000000,173959438
202575,Ben Stassen,Director,202575,Thunder and the House of Magic,6.3,121,34000000,0
202575,Jeremy Degruson,Director,202575,Thunder and the House of Magic,6.3,121,34000000,0
71469,Chris Gorak,Director,71469,The Darkest Hour,4.8,469,30000000,64626786
85446,Scott Speer,Director,85446,Step Up Revolution,6.7,663,33000000,140470746
326,David R. Ellis,Director,326,Snakes on a Plane,5.1,497,33000000,62022014
10685,Joe Charbanic,Director,10685,The Watcher,4.9,110,33000000,0
7220,Jonathan Hensleigh,Director,7220,The Punisher,6.1,766,33000000,54700105
9763,Danny Cannon,Director,9763,Goal!: The Dream Begins,6.6,238,30000000,27610873
72387,Boaz Yakin,Director,72387,Safe,6.3,799,30000000,40346186
12596,Mike Newell,Director,12596,Pushing Tin,5.7,116,33000000,0
1892,Richard Marquand,Director,1892,Return of the Jedi,7.9,4665,32350000,572700000
13460,Neil Marshall,Director,13460,Doomsday,5.8,363,30000000,22211426
8055,Stephen Daldry,Director,8055,The Reader,7.2,813,32000000,113019290
50647,David Wain,Director,50647,Wanderlust,5.3,394,35000000,24159934
10719,Jon Favreau,Director,10719,Elf,6.4,987,32000000,173398518
9294,Jon Turteltaub,Director,9294,Phenomenon,6.2,323,32000000,152036382
11888,Brian Levant,Director,11888,Snow Dogs,5.3,185,33000000,0
9647,Richard Donner,Director,9647,Scrooged,6.7,390,0,60328000
9353,Jared Hess,Director,9353,Nacho Libre,5.6,359,32000000,80197993
55721,Paul Feig,Director,55721,Bridesmaids,6.5,1661,32500000,288383523
109414,Seth Rogen,Director,109414,This Is the End,6.3,2359,32000000,126041322
109414,Evan Goldberg,Director,109414,This Is the End,6.3,2359,32000000,126041322
10307,Rupert Wainwright,Director,10307,Stigmata,6.0,242,29000000,50041732
11978,"George Tillman, Jr.",Director,11978,Men of Honor,7.0,544,32000000,48814909
22907,John Luessenhop,Director,22907,Takers,6.0,394,32000000,69055695
87567,Justin Zackham,Director,87567,The Big Wedding,5.7,414,35000000,21819348
38322,John Whitesell,Director,38322,"Big Mommas: Like Father, Like Son",5.3,313,32000000,83615414
45612,Duncan Jones,Director,45612,Source Code,7.1,2699,32000000,147332697
7305,Frank Marshall,Director,7305,Alive,6.7,374,32000000,36733909
3594,Joel Schumacher,Director,3594,The Number 23,6.3,1018,30000000,77566815
157841,Jean-Pierre Jeunet,Director,157841,The Young and Prodigious T.S. Spivet,6.7,232,33000000,9494789
11519,Steven Spielberg,Director,11519,1941,5.6,143,35000000,31755742
12920,John Gatins,Director,12920,Dreamer: Inspired By a True Story,6.3,67,0,0
59,David Cronenberg,Director,59,A History of Violence,6.9,832,32000000,60740827
9335,Louis Leterrier,Director,9335,Transporter 2,6.2,1061,32000000,85167639
12106,Sam Raimi,Director,12106,The Quick and the Dead,6.3,427,32000000,18552460
11141,Peter Howitt,Director,11141,Laws of Attraction,5.6,104,28000000,30016165
8649,Martin Scorsese,Director,8649,Bringing Out the Dead,6.6,225,32000000,0
31867,Miguel Sapochnik,Director,31867,Repo Men,6.2,620,32000000,18409891
10253,Shim Hyung-Rae,Director,10253,Dragon Wars: D-War,4.0,104,70000000,53587404
3587,Norman Jewison,Director,3587,Bogus,5.4,44,32000000,0
124459,Don Scardino,Director,124459,The Incredible Burt Wonderstone,5.3,724,30000000,27437881
24662,Mark Dindal,Director,24662,Cats Don't Dance,7.1,24,32000000,3566637
32274,Tim Robbins,Director,32274,Cradle Will Rock,7.2,18,0,0
182,Steven Soderbergh,Director,182,The Good German,5.9,86,32000000,5914908
5494,Tom Reeve,Director,5494,George and the Dragon,5.0,13,32000000,0
28,Francis Ford Coppola,Director,28,Apocalypse Now,8.0,2055,31500000,89460381
38073,Nanette Burstein,Director,38073,Going the Distance,6.0,262,32000000,42045846
2054,Stephen Herek,Director,2054,Mr. Holland's Opus,6.9,113,0,106269971
302156,Ariel Vromen,Director,302156,Criminal,5.7,557,31500000,14708696
606,Sydney Pollack,Director,606,Out of Africa,7.0,279,31000000,128499205
87502,Robert Zemeckis,Director,87502,Flight,6.5,2415,31000000,161772375
698,Lewis Gilbert,Director,698,Moonraker,5.9,541,34000000,210308099
120467,Wes Anderson,Director,120467,The Grand Budapest Hotel,8.0,4519,30000000,174600318
11313,Scott Hicks,Director,11313,Hearts in Atlantis,6.4,131,31000000,24185781
6488,Frank Marshall,Director,6488,Arachnophobia,6.2,433,31000000,53208180
10559,Gregory Hoblit,Director,10559,Frequency,7.0,462,31000000,68106245
296099,John Francis Daley,Director,296099,Vacation,6.2,1195,31000000,104384188
296099,Jonathan M. Goldstein,Director,296099,Vacation,6.2,1195,31000000,104384188
8012,Barry Sonnenfeld,Director,8012,Get Shorty,6.4,302,30250000,115101622
1574,Rob Marshall,Director,1574,Chicago,6.9,677,45000000,306776732
9032,Dennis Dugan,Director,9032,Big Daddy,6.1,875,34200000,234801895
2770,J.B. Rogers,Director,2770,American Pie 2,6.0,1344,30000000,287553595
862,John Lasseter,Director,862,Toy Story,7.7,5269,30000000,373554033
1637,Jan de Bont,Director,1637,Speed,6.8,1783,30000000,350448145
72570,Michael Sucsy,Director,72570,The Vow,7.0,1293,30000000,196114570
27569,Tom Vaughan,Director,27569,Extraordinary Measures,6.0,89,31000000,15134293
10637,Boaz Yakin,Director,10637,Remember the Titans,7.4,821,30000000,136706683
1669,John McTiernan,Director,1669,The Hunt for Red October,7.2,957,30000000,199200000
